File:	06_07_21_blt.pgc

Блок 1
Title:	
ADC:	E-140
Started:	01.01.2001 3:28:50
Channels:	3
Rate:	200
Step:	0.005
Duration:	505.835
Size:	101168
Время, s	Nx	Ny	Nz
277.37	-0.5506	-0.0404	-0.0024
277.375	-0.5494	-0.0416	-0.0024
277.38	-0.5519	-0.0429	-0.0011
277.385	-0.5494	-0.0429	-0.0037
277.39	-0.5506	-0.0442	-0.0024
277.395	-0.5494	-0.0454	-0.0049
277.4	-0.5494	-0.0467	-0.0024
277.405	-0.5494	-0.0492	-0.0049
277.41	-0.5519	-0.0492	-0.0037
277.415	-0.5506	-0.0518	-0.0049
277.42	-0.5494	-0.0543	-0.0037
277.425	-0.5519	-0.0568	-0.0049
277.43	-0.5532	-0.0568	-0.0024
277.435	-0.5544	-0.0581	-0.0049
277.44	-0.5544	-0.0606	-0.0037
277.445	-0.5557	-0.0581	-0.0049
277.45	-0.557	-0.0594	-0.0037
277.455	-0.5582	-0.0619	-0.0062
277.46	-0.5582	-0.0619	-0.0049
277.465	-0.5595	-0.0594	-0.0062
277.47	-0.5595	-0.0606	-0.0075
277.475	-0.5595	-0.0594	-0.0075
277.48	-0.5595	-0.0581	-0.0062
277.485	-0.5595	-0.0581	-0.0062
277.49	-0.5595	-0.0568	-0.0062
277.495	-0.5582	-0.0556	-0.0049
277.5	-0.557	-0.0543	-0.0062
277.505	-0.557	-0.053	-0.0075
277.51	-0.5557	-0.0518	-0.0087
277.515	-0.5557	-0.0518	-0.0062
277.52	-0.5544	-0.0492	-0.0049
277.525	-0.5544	-0.0492	-0.0049
277.53	-0.5519	-0.0505	-0.0087
277.535	-0.5519	-0.048	-0.0062
277.54	-0.5506	-0.048	-0.0075
277.545	-0.5519	-0.0467	-0.0062
277.55	-0.5494	-0.0454	-0.0075
277.555	-0.5506	-0.0442	-0.0062
277.56	-0.5494	-0.0454	-0.0062
277.565	-0.5494	-0.0442	-0.0075
277.57	-0.5481	-0.0442	-0.0075
277.575	-0.5494	-0.0429	-0.0075
277.58	-0.5481	-0.0429	-0.0075
277.585	-0.5481	-0.0416	-0.0062
277.59	-0.5468	-0.0404	-0.0075
277.595	-0.5456	-0.0404	-0.0087
277.6	-0.5468	-0.0378	-0.0075
277.605	-0.5443	-0.0378	-0.0062
277.61	-0.5443	-0.0391	-0.0075
277.615	-0.5443	-0.0391	-0.0075
277.62	-0.5443	-0.0378	-0.0075
277.625	-0.543	-0.0366	-0.0049
277.63	-0.5443	-0.0366	-0.0075
277.635	-0.543	-0.0366	-0.0062
277.64	-0.5456	-0.0353	-0.0075
277.645	-0.5443	-0.0366	-0.0049
277.65	-0.5443	-0.0366	-0.0049
277.655	-0.5456	-0.0353	-0.0037
277.66	-0.5481	-0.0366	-0.0037
277.665	-0.5456	-0.0353	-0.0024
277.67	-0.5481	-0.0353	-0.0037
277.675	-0.5468	-0.034	-0.0024
277.68	-0.5468	-0.034	-0.0024
277.685	-0.5481	-0.0303	-0.0011
277.69	-0.5481	-0.0303	-0.0011
277.695	-0.5481	-0.0303	0.0001
277.7	-0.5468	-0.029	0.0001
277.705	-0.5468	-0.0277	0.0014
277.71	-0.5468	-0.0265	-0.0011
277.715	-0.5481	-0.0265	0.0001
277.72	-0.5481	-0.0265	0.0001
277.725	-0.5468	-0.0239	0.0001
277.73	-0.5456	-0.0252	-0.0024
277.735	-0.5468	-0.0252	-0.0011
277.74	-0.5456	-0.0265	-0.0011
277.745	-0.5456	-0.0239	0.0001
277.75	-0.5443	-0.0265	-0.0037
277.755	-0.5443	-0.0277	-0.0024
277.76	-0.5456	-0.029	-0.0024
277.765	-0.5456	-0.0303	-0.0024
277.77	-0.543	-0.029	-0.0037
277.775	-0.543	-0.0303	-0.0024
277.78	-0.5456	-0.0328	-0.0062
277.785	-0.5443	-0.0315	-0.0037
277.79	-0.5456	-0.034	-0.0062
277.795	-0.5456	-0.034	-0.0049
277.8	-0.5443	-0.0353	-0.0062
277.805	-0.5481	-0.0353	-0.0049
277.81	-0.543	-0.0366	-0.0062
277.815	-0.543	-0.0378	-0.0049
277.82	-0.5443	-0.0404	-0.0049
277.825	-0.543	-0.0391	-0.0049
277.83	-0.5443	-0.0404	-0.0062
277.835	-0.543	-0.0404	-0.0049
277.84	-0.5443	-0.0429	-0.0049
277.845	-0.5443	-0.0416	-0.0037
277.85	-0.543	-0.0429	-0.0049
277.855	-0.5443	-0.0442	-0.0037
277.86	-0.543	-0.0429	-0.0024
277.865	-0.543	-0.0429	-0.0024
277.87	-0.543	-0.0442	-0.0037
277.875	-0.5443	-0.0442	-0.0037
277.88	-0.5443	-0.0454	-0.0024
277.885	-0.5443	-0.0454	-0.0024
277.89	-0.5443	-0.0442	-0.0049
277.895	-0.5443	-0.0467	-0.0049
277.9	-0.5443	-0.048	-0.0049
277.905	-0.5443	-0.048	-0.0037
277.91	-0.5456	-0.0492	-0.0049
277.915	-0.5456	-0.0505	-0.0062
277.92	-0.5456	-0.0518	-0.0062
277.925	-0.5468	-0.0505	-0.0062
277.93	-0.5456	-0.053	-0.0049
277.935	-0.5468	-0.0543	-0.0049
277.94	-0.5468	-0.053	-0.0062
277.945	-0.5494	-0.053	-0.0049
277.95	-0.5494	-0.0543	-0.0075
277.955	-0.5481	-0.053	-0.0075
277.96	-0.5506	-0.053	-0.0075
277.965	-0.5506	-0.0518	-0.0087
277.97	-0.5506	-0.053	-0.01
277.975	-0.5481	-0.0505	-0.0075
277.98	-0.5494	-0.0505	-0.01
277.985	-0.5481	-0.0505	-0.0087
277.99	-0.5494	-0.0505	-0.01
277.995	-0.5481	-0.048	-0.0087
278	-0.5494	-0.0492	-0.0075
278.005	-0.5468	-0.0492	-0.0087
278.01	-0.5481	-0.048	-0.0087
278.015	-0.5468	-0.048	-0.0087
278.02	-0.5481	-0.0492	-0.0075
278.025	-0.5468	-0.048	-0.0075
278.03	-0.5481	-0.0492	-0.0087
278.035	-0.5481	-0.048	-0.0075
278.04	-0.5481	-0.0492	-0.0075
278.045	-0.5468	-0.048	-0.0075
278.05	-0.5481	-0.0505	-0.0087
278.055	-0.5481	-0.048	-0.0062
278.06	-0.5494	-0.0492	-0.0075
278.065	-0.5494	-0.048	-0.0075
278.07	-0.5506	-0.0467	-0.0087
278.075	-0.5481	-0.0454	-0.0062
278.08	-0.5494	-0.0467	-0.0075
278.085	-0.5494	-0.0454	-0.0087
278.09	-0.5481	-0.0442	-0.0075
278.095	-0.5494	-0.0429	-0.0062
278.1	-0.5481	-0.0442	-0.0062
278.105	-0.5481	-0.0404	-0.0062
278.11	-0.5468	-0.0416	-0.0075
278.115	-0.5468	-0.0404	-0.0062
278.12	-0.5468	-0.0391	-0.0075
278.125	-0.5456	-0.0391	-0.0062
278.13	-0.5468	-0.0391	-0.0087
278.135	-0.5456	-0.0366	-0.0049
278.14	-0.5468	-0.0378	-0.0062
278.145	-0.5443	-0.0353	-0.0075
278.15	-0.5443	-0.0353	-0.0075
278.155	-0.5443	-0.0353	-0.0062
278.16	-0.5456	-0.0353	-0.0062
278.165	-0.5443	-0.0353	-0.0062
278.17	-0.5443	-0.0366	-0.0062
278.175	-0.5443	-0.034	-0.0037
278.18	-0.5443	-0.034	-0.0062
278.185	-0.543	-0.0353	-0.0037
278.19	-0.543	-0.034	-0.0049
278.195	-0.5456	-0.0328	-0.0049
278.2	-0.5456	-0.034	-0.0049
278.205	-0.5456	-0.034	-0.0024
278.21	-0.5456	-0.034	-0.0062
278.215	-0.5468	-0.0328	-0.0049
278.22	-0.5456	-0.0328	-0.0049
278.225	-0.5456	-0.034	-0.0049
278.23	-0.5456	-0.0328	-0.0062
278.235	-0.5456	-0.0328	-0.0062
278.24	-0.5468	-0.0328	-0.0075
278.245	-0.5456	-0.0315	-0.0075
278.25	-0.5456	-0.0328	-0.0087
278.255	-0.5468	-0.0315	-0.0049
278.26	-0.5456	-0.0315	-0.0087
278.265	-0.5456	-0.0315	-0.0075
278.27	-0.543	-0.0315	-0.01
278.275	-0.5456	-0.0315	-0.0087
278.28	-0.5443	-0.0303	-0.0075
278.285	-0.543	-0.029	-0.0062
278.29	-0.543	-0.0303	-0.0075
278.295	-0.543	-0.029	-0.01
278.3	-0.5418	-0.0303	-0.0075
278.305	-0.543	-0.0303	-0.0075
278.31	-0.5405	-0.0315	-0.0075
278.315	-0.5418	-0.0303	-0.0087
278.32	-0.5418	-0.0315	-0.0075
278.325	-0.5405	-0.0328	-0.0062
278.33	-0.5405	-0.0328	-0.0075
278.335	-0.543	-0.0328	-0.0075
278.34	-0.5405	-0.034	-0.0075
278.345	-0.5418	-0.034	-0.0075
278.35	-0.5405	-0.034	-0.0087
278.355	-0.5418	-0.0366	-0.0087
278.36	-0.5418	-0.0366	-0.0075
278.365	-0.5405	-0.0378	-0.0075
278.37	-0.5405	-0.0391	-0.0075
278.375	-0.5418	-0.0378	-0.0087
278.38	-0.5418	-0.0378	-0.0075
278.385	-0.5418	-0.0378	-0.0075
278.39	-0.5418	-0.0391	-0.0087
278.395	-0.5405	-0.0391	-0.01
278.4	-0.5405	-0.0391	-0.0087
278.405	-0.5405	-0.0404	-0.0087
278.41	-0.5392	-0.0404	-0.0113
278.415	-0.5392	-0.0404	-0.0113
278.42	-0.5392	-0.0391	-0.0113
278.425	-0.538	-0.0391	-0.0113
278.43	-0.538	-0.0404	-0.0125
278.435	-0.5367	-0.0404	-0.0138
278.44	-0.5367	-0.0416	-0.0113
278.445	-0.5367	-0.0404	-0.0125
278.45	-0.5354	-0.0404	-0.0113
278.455	-0.5354	-0.0404	-0.0125
278.46	-0.5342	-0.0404	-0.0125
278.465	-0.5354	-0.0404	-0.01
278.47	-0.5354	-0.0391	-0.01
278.475	-0.5354	-0.0404	-0.0113
278.48	-0.5342	-0.0391	-0.01
278.485	-0.5342	-0.0378	-0.0113
278.49	-0.5329	-0.0378	-0.0087
278.495	-0.5342	-0.0391	-0.01
278.5	-0.5329	-0.0391	-0.0087
278.505	-0.5329	-0.0391	-0.0113
278.51	-0.5342	-0.0378	-0.01
278.515	-0.5342	-0.0378	-0.0113
278.52	-0.5342	-0.0391	-0.0087
278.525	-0.5329	-0.0366	-0.01
278.53	-0.5304	-0.0378	-0.01
278.535	-0.5329	-0.0378	-0.0125
278.54	-0.5316	-0.0391	-0.01
278.545	-0.5316	-0.0391	-0.0125
278.55	-0.5316	-0.0378	-0.0125
278.555	-0.5316	-0.0391	-0.0113
278.56	-0.5329	-0.0404	-0.0125
278.565	-0.5316	-0.0416	-0.0138
278.57	-0.5316	-0.0416	-0.0125
278.575	-0.5316	-0.0429	-0.0138
278.58	-0.5316	-0.0454	-0.0138
278.585	-0.5329	-0.0454	-0.0125
278.59	-0.5329	-0.0442	-0.0113
278.595	-0.5354	-0.0454	-0.01
278.6	-0.5342	-0.048	-0.0113
278.605	-0.5367	-0.0492	-0.0125
278.61	-0.538	-0.0492	-0.0113
278.615	-0.5405	-0.0492	-0.0113
278.62	-0.5392	-0.0492	-0.01
278.625	-0.5405	-0.048	-0.0113
278.63	-0.5418	-0.048	-0.0087
278.635	-0.543	-0.0467	-0.01
278.64	-0.5418	-0.0442	-0.0087
278.645	-0.5418	-0.0454	-0.0113
278.65	-0.543	-0.0429	-0.0075
278.655	-0.543	-0.0416	-0.0113
278.66	-0.5418	-0.0416	-0.01
278.665	-0.5418	-0.0416	-0.01
278.67	-0.543	-0.0391	-0.0087
278.675	-0.5481	-0.0404	-0.01
278.68	-0.5405	-0.0378	-0.0113
278.685	-0.5418	-0.0378	-0.01
278.69	-0.5418	-0.0353	-0.01
278.695	-0.5405	-0.0378	-0.0125
278.7	-0.538	-0.0353	-0.01
278.705	-0.5405	-0.0366	-0.0113
278.71	-0.538	-0.0353	-0.01
278.715	-0.5392	-0.0353	-0.01
278.72	-0.538	-0.034	-0.01
278.725	-0.5392	-0.034	-0.0113
278.73	-0.538	-0.0353	-0.0087
278.735	-0.5405	-0.0353	-0.01
278.74	-0.5367	-0.034	-0.01
278.745	-0.5392	-0.0353	-0.0087
278.75	-0.538	-0.034	-0.0087
278.755	-0.538	-0.034	-0.0087
278.76	-0.538	-0.0353	-0.0075
278.765	-0.538	-0.0353	-0.0075
278.77	-0.5367	-0.0353	-0.0087
278.775	-0.5392	-0.0366	-0.0075
278.78	-0.5392	-0.0366	-0.0075
278.785	-0.5367	-0.0366	-0.01
278.79	-0.538	-0.0366	-0.0075
278.795	-0.5367	-0.0391	-0.01
278.8	-0.5354	-0.0378	-0.0075
278.805	-0.5367	-0.0404	-0.0113
278.81	-0.5354	-0.0391	-0.0075
278.815	-0.5354	-0.0416	-0.01
278.82	-0.5342	-0.0416	-0.0087
278.825	-0.5354	-0.0416	-0.01
278.83	-0.5342	-0.0416	-0.0087
278.835	-0.5342	-0.0429	-0.0113
278.84	-0.5316	-0.0429	-0.0113
278.845	-0.5329	-0.0442	-0.0125
278.85	-0.5329	-0.0442	-0.01
278.855	-0.5316	-0.0442	-0.0125
278.86	-0.5304	-0.0442	-0.0113
278.865	-0.5316	-0.0454	-0.0125
278.87	-0.5316	-0.0454	-0.0113
278.875	-0.5316	-0.0442	-0.0125
278.88	-0.5291	-0.0454	-0.0125
278.885	-0.5304	-0.0454	-0.0138
278.89	-0.5291	-0.0454	-0.0113
278.895	-0.5304	-0.0454	-0.0138
278.9	-0.5304	-0.0454	-0.0125
278.905	-0.5304	-0.0467	-0.0151
278.91	-0.5291	-0.0454	-0.0151
278.915	-0.5304	-0.0467	-0.0151
278.92	-0.5291	-0.0442	-0.0125
278.925	-0.5278	-0.0442	-0.0163
278.93	-0.5291	-0.0454	-0.0138
278.935	-0.5304	-0.0454	-0.0138
278.94	-0.5304	-0.0454	-0.0125
278.945	-0.5304	-0.0442	-0.0151
278.95	-0.5291	-0.0442	-0.0138
278.955	-0.5304	-0.0454	-0.0138
278.96	-0.5304	-0.0429	-0.0125
278.965	-0.5304	-0.0454	-0.0138
278.97	-0.5316	-0.0442	-0.0113
278.975	-0.5329	-0.0416	-0.0125
278.98	-0.5329	-0.0442	-0.0113
278.985	-0.5342	-0.0442	-0.0125
278.99	-0.5342	-0.0442	-0.0125
278.995	-0.5354	-0.0416	-0.0138
279	-0.5367	-0.0429	-0.0125
279.005	-0.5367	-0.0429	-0.0138
279.01	-0.5354	-0.0416	-0.0113
279.015	-0.5367	-0.0416	-0.0125
279.02	-0.5367	-0.0404	-0.0113
279.025	-0.5354	-0.0378	-0.0125
279.03	-0.5367	-0.0378	-0.0113
279.035	-0.5367	-0.0378	-0.0151
279.04	-0.5354	-0.0378	-0.0151
279.045	-0.5354	-0.0353	-0.0151
279.05	-0.5329	-0.0353	-0.0163
279.055	-0.5316	-0.0353	-0.0176
279.06	-0.5304	-0.034	-0.0138
279.065	-0.5329	-0.034	-0.0176
279.07	-0.5304	-0.0328	-0.0151
279.075	-0.5316	-0.0328	-0.0176
279.08	-0.5291	-0.0328	-0.0151
279.085	-0.5316	-0.0328	-0.0163
279.09	-0.5291	-0.034	-0.0163
279.095	-0.5304	-0.034	-0.0163
279.1	-0.5278	-0.034	-0.0125
279.105	-0.5304	-0.0328	-0.0151
279.11	-0.5316	-0.0328	-0.0138
279.115	-0.5316	-0.0328	-0.0163
279.12	-0.5316	-0.0328	-0.0113
279.125	-0.5304	-0.034	-0.0138
279.13	-0.5304	-0.0328	-0.0125
279.135	-0.5304	-0.0328	-0.0138
279.14	-0.5316	-0.0328	-0.0125
279.145	-0.5329	-0.0328	-0.0138
279.15	-0.5316	-0.0328	-0.0125
279.155	-0.5316	-0.0328	-0.0113
279.16	-0.5316	-0.0315	-0.0113
279.165	-0.5316	-0.0303	-0.0138
279.17	-0.5316	-0.0303	-0.0113
279.175	-0.5316	-0.0303	-0.0125
279.18	-0.5304	-0.0303	-0.0113
279.185	-0.5316	-0.029	-0.0125
279.19	-0.5304	-0.029	-0.0113
279.195	-0.5304	-0.0303	-0.0125
279.2	-0.5291	-0.0303	-0.0113
279.205	-0.5316	-0.029	-0.0138
279.21	-0.5304	-0.0277	-0.01
279.215	-0.5316	-0.029	-0.0138
279.22	-0.5304	-0.0303	-0.0125
279.225	-0.5291	-0.0277	-0.0138
279.23	-0.5291	-0.029	-0.0113
279.235	-0.5304	-0.0277	-0.0151
279.24	-0.5291	-0.0303	-0.0113
279.245	-0.5291	-0.029	-0.0125
279.25	-0.5304	-0.0277	-0.0125
279.255	-0.5291	-0.0277	-0.0138
279.26	-0.5291	-0.029	-0.0125
279.265	-0.5291	-0.0265	-0.0138
279.27	-0.5266	-0.0277	-0.0138
279.275	-0.5291	-0.0277	-0.0138
279.28	-0.5291	-0.0265	-0.0125
279.285	-0.5278	-0.0265	-0.0138
279.29	-0.5266	-0.0277	-0.0125
279.295	-0.5253	-0.0265	-0.0125
279.3	-0.5266	-0.0265	-0.0138
279.305	-0.5266	-0.0277	-0.0138
279.31	-0.5266	-0.029	-0.0138
279.315	-0.5266	-0.0277	-0.0125
279.32	-0.5266	-0.029	-0.0125
279.325	-0.5253	-0.0277	-0.0138
279.33	-0.5266	-0.029	-0.0125
279.335	-0.5266	-0.0303	-0.0125
279.34	-0.524	-0.029	-0.0125
279.345	-0.5253	-0.029	-0.0138
279.35	-0.5253	-0.029	-0.0125
279.355	-0.524	-0.0303	-0.0138
279.36	-0.5228	-0.0315	-0.0125
279.365	-0.5228	-0.0303	-0.0151
279.37	-0.5228	-0.0315	-0.0138
279.375	-0.5228	-0.0315	-0.0151
279.38	-0.5228	-0.0315	-0.0125
279.385	-0.5215	-0.0328	-0.0151
279.39	-0.5215	-0.0328	-0.0138
279.395	-0.5202	-0.0328	-0.0138
279.4	-0.5228	-0.0328	-0.0151
279.405	-0.5215	-0.0328	-0.0151
279.41	-0.5215	-0.034	-0.0138
279.415	-0.5215	-0.034	-0.0151
279.42	-0.5215	-0.0353	-0.0151
279.425	-0.5215	-0.034	-0.0151
279.43	-0.5202	-0.034	-0.0138
279.435	-0.5215	-0.0353	-0.0163
279.44	-0.5202	-0.034	-0.0151
279.445	-0.5215	-0.0328	-0.0151
279.45	-0.5202	-0.034	-0.0151
279.455	-0.5215	-0.0328	-0.0151
279.46	-0.5202	-0.0328	-0.0163
279.465	-0.5202	-0.0328	-0.0176
279.47	-0.5202	-0.034	-0.0163
279.475	-0.5202	-0.0328	-0.0151
279.48	-0.5202	-0.0328	-0.0151
279.485	-0.5202	-0.0328	-0.0163
279.49	-0.5215	-0.0328	-0.0176
279.495	-0.5202	-0.0328	-0.0176
279.5	-0.5215	-0.0353	-0.0163
279.505	-0.5215	-0.034	-0.0151
279.51	-0.5202	-0.034	-0.0163
279.515	-0.5228	-0.0353	-0.0163
279.52	-0.5215	-0.034	-0.0151
279.525	-0.5228	-0.034	-0.0151
279.53	-0.524	-0.0353	-0.0163
279.535	-0.524	-0.0353	-0.0163
279.54	-0.524	-0.0353	-0.0151
279.545	-0.5253	-0.0353	-0.0163
279.55	-0.524	-0.0353	-0.0151
279.555	-0.524	-0.0353	-0.0163
279.56	-0.5266	-0.034	-0.0151
279.565	-0.5253	-0.034	-0.0163
279.57	-0.5266	-0.0353	-0.0163
279.575	-0.5253	-0.0353	-0.0176
279.58	-0.5266	-0.0328	-0.0176
279.585	-0.5266	-0.034	-0.0163
279.59	-0.5253	-0.0353	-0.0163
279.595	-0.5253	-0.0328	-0.0163
279.6	-0.5253	-0.0353	-0.0163
279.605	-0.5253	-0.0328	-0.0151
279.61	-0.5253	-0.0353	-0.0151
279.615	-0.5253	-0.034	-0.0138
279.62	-0.5266	-0.0353	-0.0138
279.625	-0.5266	-0.0353	-0.0151
279.63	-0.5266	-0.0366	-0.0138
279.635	-0.5278	-0.0353	-0.0138
279.64	-0.5278	-0.0366	-0.0176
279.645	-0.5291	-0.0353	-0.0138
279.65	-0.5304	-0.0366	-0.0138
279.655	-0.5316	-0.0366	-0.0151
279.66	-0.5304	-0.0391	-0.0138
279.665	-0.5316	-0.0378	-0.0138
279.67	-0.5329	-0.0378	-0.0125
279.675	-0.5304	-0.0378	-0.0138
279.68	-0.5329	-0.0366	-0.0163
279.685	-0.5329	-0.034	-0.0125
279.69	-0.5329	-0.0366	-0.0125
279.695	-0.5329	-0.034	-0.0113
279.7	-0.5329	-0.0353	-0.0163
279.705	-0.5316	-0.034	-0.0138
279.71	-0.5316	-0.0315	-0.0125
279.715	-0.5304	-0.0315	-0.0151
279.72	-0.5304	-0.0315	-0.0138
279.725	-0.5291	-0.0277	-0.0125
279.73	-0.5278	-0.029	-0.0151
279.735	-0.5266	-0.0277	-0.0163
279.74	-0.5278	-0.0277	-0.0163
279.745	-0.5253	-0.0265	-0.0151
279.75	-0.5253	-0.0277	-0.0138
279.755	-0.5253	-0.0277	-0.0151
279.76	-0.5253	-0.029	-0.0176
279.765	-0.5253	-0.0277	-0.0138
279.77	-0.524	-0.029	-0.0151
279.775	-0.524	-0.0303	-0.0151
279.78	-0.5253	-0.0315	-0.0125
279.785	-0.5253	-0.029	-0.0138
279.79	-0.524	-0.0315	-0.0125
279.795	-0.524	-0.0315	-0.0138
279.8	-0.5253	-0.0328	-0.0138
279.805	-0.524	-0.029	-0.0125
279.81	-0.5253	-0.0303	-0.0138
279.815	-0.5253	-0.0303	-0.0138
279.82	-0.5253	-0.0303	-0.0151
279.825	-0.5228	-0.029	-0.0151
279.83	-0.5228	-0.0303	-0.0125
279.835	-0.5228	-0.029	-0.0138
279.84	-0.524	-0.029	-0.0138
279.845	-0.5228	-0.029	-0.0138
279.85	-0.524	-0.0265	-0.0125
279.855	-0.5215	-0.0265	-0.0151
279.86	-0.5215	-0.0265	-0.0176
279.865	-0.5202	-0.0252	-0.0138
279.87	-0.5202	-0.0277	-0.0138
279.875	-0.5177	-0.0252	-0.0163
279.88	-0.519	-0.0277	-0.0113
279.885	-0.5165	-0.0252	-0.0163
279.89	-0.5165	-0.0277	-0.0163
279.895	-0.5165	-0.0265	-0.0151
279.9	-0.5165	-0.0252	-0.0163
279.905	-0.5165	-0.0265	-0.0151
279.91	-0.5152	-0.0265	-0.0163
279.915	-0.5152	-0.0265	-0.0163
279.92	-0.5177	-0.029	-0.0163
279.925	-0.5165	-0.029	-0.0151
279.93	-0.5165	-0.0277	-0.0151
279.935	-0.5152	-0.0277	-0.0163
279.94	-0.5165	-0.0277	-0.0189
279.945	-0.5165	-0.0277	-0.0163
279.95	-0.5165	-0.0277	-0.0151
279.955	-0.5152	-0.0265	-0.0151
279.96	-0.5165	-0.0277	-0.0163
279.965	-0.5152	-0.0265	-0.0138
279.97	-0.5152	-0.0252	-0.0163
279.975	-0.5165	-0.0239	-0.0151
279.98	-0.5152	-0.0239	-0.0176
279.985	-0.5152	-0.0227	-0.0176
279.99	-0.5152	-0.0239	-0.0138
279.995	-0.5127	-0.0239	-0.0163
280	-0.5139	-0.0227	-0.0163
280.005	-0.5139	-0.0214	-0.0151
280.01	-0.5139	-0.0227	-0.0151
280.015	-0.5127	-0.0227	-0.0163
280.02	-0.5127	-0.0227	-0.0176
280.025	-0.5139	-0.0252	-0.0151
280.03	-0.5127	-0.0252	-0.0151
280.035	-0.5127	-0.0227	-0.0151
280.04	-0.5139	-0.0252	-0.0163
280.045	-0.5127	-0.0239	-0.0138
280.05	-0.5139	-0.0252	-0.0163
280.055	-0.5139	-0.0252	-0.0151
280.06	-0.5152	-0.0252	-0.0151
280.065	-0.5165	-0.0265	-0.0138
280.07	-0.5152	-0.0277	-0.0138
280.075	-0.5139	-0.0265	-0.0125
280.08	-0.5165	-0.0277	-0.0125
280.085	-0.5152	-0.0265	-0.0125
280.09	-0.5165	-0.0303	-0.0151
280.095	-0.5177	-0.029	-0.0138
280.1	-0.5177	-0.0315	-0.01
280.105	-0.5177	-0.0328	-0.0151
280.11	-0.5177	-0.0328	-0.0138
280.115	-0.5177	-0.0378	-0.0151
280.12	-0.5202	-0.034	-0.0125
280.125	-0.519	-0.034	-0.0151
280.13	-0.5202	-0.0353	-0.0125
280.135	-0.5202	-0.0303	-0.0151
280.14	-0.5215	-0.034	-0.0113
280.145	-0.5202	-0.034	-0.0138
280.15	-0.5215	-0.0366	-0.0138
280.155	-0.5228	-0.0353	-0.0138
280.16	-0.5228	-0.0366	-0.0151
280.165	-0.5253	-0.0429	-0.0138
280.17	-0.524	-0.0378	-0.0125
280.175	-0.5253	-0.0378	-0.0151
280.18	-0.5228	-0.0378	-0.0125
280.185	-0.5253	-0.0378	-0.0138
280.19	-0.5253	-0.0378	-0.0138
280.195	-0.5253	-0.0391	-0.0113
280.2	-0.5278	-0.0404	-0.0125
280.205	-0.5266	-0.0391	-0.0151
280.21	-0.5266	-0.0391	-0.0125
280.215	-0.5266	-0.0391	-0.0138
280.22	-0.5278	-0.0378	-0.0125
280.225	-0.5266	-0.0378	-0.0151
280.23	-0.5253	-0.0378	-0.0138
280.235	-0.5266	-0.0366	-0.0138
280.24	-0.5266	-0.034	-0.0125
280.245	-0.5266	-0.0315	-0.0138
280.25	-0.5253	-0.034	-0.0125
280.255	-0.5253	-0.0328	-0.0113
280.26	-0.524	-0.0303	-0.0113
280.265	-0.5253	-0.0315	-0.0125
280.27	-0.5215	-0.029	-0.0113
280.275	-0.5228	-0.0277	-0.0151
280.28	-0.5215	-0.0277	-0.0125
280.285	-0.5228	-0.0252	-0.0113
280.29	-0.5202	-0.0265	-0.0113
280.295	-0.5202	-0.0252	-0.0113
280.3	-0.5202	-0.0252	-0.01
280.305	-0.5202	-0.0239	-0.0125
280.31	-0.519	-0.0227	-0.01
280.315	-0.5177	-0.0227	-0.0113
280.32	-0.5177	-0.0227	-0.0113
280.325	-0.5165	-0.0227	-0.0125
280.33	-0.5177	-0.0227	-0.0113
280.335	-0.5177	-0.0239	-0.0113
280.34	-0.5177	-0.0227	-0.0113
280.345	-0.5177	-0.0227	-0.0125
280.35	-0.5177	-0.0227	-0.0113
280.355	-0.5177	-0.0227	-0.0125
280.36	-0.5177	-0.0227	-0.01
280.365	-0.519	-0.0252	-0.0113
280.37	-0.5165	-0.0265	-0.0125
280.375	-0.5165	-0.0265	-0.0125
280.38	-0.519	-0.0252	-0.0113
280.385	-0.519	-0.0265	-0.0125
280.39	-0.519	-0.0252	-0.0125
280.395	-0.5177	-0.0277	-0.0163
280.4	-0.519	-0.0252	-0.0113
280.405	-0.5215	-0.0265	-0.0151
280.41	-0.5177	-0.0265	-0.0151
280.415	-0.5177	-0.0252	-0.0138
280.42	-0.519	-0.0227	-0.0113
280.425	-0.5202	-0.0227	-0.0138
280.43	-0.519	-0.0227	-0.0138
280.435	-0.5202	-0.0227	-0.0138
280.44	-0.519	-0.0214	-0.0138
280.445	-0.5177	-0.0201	-0.0138
280.45	-0.5165	-0.0201	-0.0138
280.455	-0.519	-0.0201	-0.0151
280.46	-0.5165	-0.0201	-0.01
280.465	-0.5152	-0.0201	-0.0151
280.47	-0.5165	-0.0189	-0.0138
280.475	-0.5139	-0.0189	-0.0138
280.48	-0.5152	-0.0201	-0.0125
280.485	-0.5152	-0.0201	-0.0138
280.49	-0.5114	-0.0214	-0.0138
280.495	-0.5127	-0.0214	-0.0138
280.5	-0.5114	-0.0201	-0.0113
280.505	-0.5114	-0.0214	-0.0138
280.51	-0.5089	-0.0214	-0.0125
280.515	-0.5114	-0.0239	-0.0125
280.52	-0.5101	-0.0265	-0.0125
280.525	-0.5114	-0.0265	-0.0138
280.53	-0.5114	-0.0277	-0.0151
280.535	-0.5127	-0.0303	-0.0151
280.54	-0.5127	-0.0315	-0.0125
280.545	-0.5114	-0.034	-0.0138
280.55	-0.5127	-0.0353	-0.0138
280.555	-0.5139	-0.0366	-0.0138
280.56	-0.5152	-0.0378	-0.01
280.565	-0.5165	-0.0378	-0.0125
280.57	-0.5177	-0.0404	-0.0138
